system,model_id,backend,setting,language,row_id,question,gold_answer,gold_chunk_id,generated_answer,judge_legal_correctness,judge_evidence_support,judge_completeness,judge_clarity,judge_hallucination
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,134,Жер қойнауын пайдаланушы уран өндіруге арналған келісімшарт бойынша қандай есептерді ұсынуға міндетті?,"Жер қойнауын пайдаланушы геологиялық есепті, құзыретті тұлғаның қорлар бойынша есебін, келісімшарттық талаптарды орындау туралы есепті, уранды өндіру бойынша жүргізілген операциялар және оларға жұмсалған шығыстар туралы есепті, кадрлардағы елішілік құндылық туралы есепті, қазақстандық кадрларды оқытуды қаржыландыру бойынша шығыстар туралы есепті, ғылыми-зерттеу, ғылыми-техникалық және тәжірибелік-конструкторлық жұмыстарға жұмсалған шығыстар туралы есепті, уран өндіру бойынша есепті, сатып алынған тауарлар, жұмыстар және көрсетілетін қызметтер туралы есепті, жер қойнауын пайдаланушыны бақылайтын тұлғалардың құрамы туралы есепті ұсынуға міндетті.",287,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,135,Жер қойнауын пайдаланушы салық декларациясын қашан тапсыруы керек?,"Егер төлем сомасы 10 000 АЕК-тен кем болса, пайдалы қазбаларды өндіруге кіріскен жылынан кейінгі жылдың 31 наурызынан кешіктірмей тапсырады. Егер төлем сомасы 10 000 АЕК-тен асса, тоқсан сайын, есепті тоқсаннан кейінгі екінші айдың 15-күнінен кешіктірмей тапсырады.",1001,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,136,Жер қойнауын пайдалануға арналған келісімшарт қандай жағдайда мерзімінен бұрын тоқтатылады?,Талап етілетін қамтамасыз ету көрсетілген мерзімде ұсынылмаған жағдайда.,232,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,137,Цифрлық майнинг үшін төлемақы қалай есептеледі?,Цифрлық майнинг үшін төлемақы есепті кезеңде тұтынылған электр энергиясының 1 киловатт-сағаты үшін 2 теңге мөлшеріндегі мөлшерлеме бойынша жүргізіледі.,829,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,138,Бейрезидент-заңды тұлғаның тұрақты мекемесінің жылдық жиынтық кірісіне қандай кірістер қосылмайды?,Бейрезидент-заңды тұлғаның тұрақты мекемесінің жылдық жиынтық кірісіне оң бағамдық айырма сомасының теріс бағамдық айырма сомасынан асып кетуі қосылмайды.,882,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,139,Заңның 77-бабының 3-тармағы қашан қолданысқа енгізіледі?,2010 жылғы 1 қазаннан бастап қолданысқа енгізіледі.,625,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,140,Жер қойнауын пайдалануды шектеу немесе тыйым салу қандай жағдайларда мүмкін?,"Ұлттық қауіпсіздікті, халықтың қауіпсіздігін және қоршаған ортаны қорғауды қамтамасыз ету мақсатында жер қойнауын пайдалану шектелуі немесе тыйым салынуы мүмкін.",460,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,141,Зияткерлік меншік саласындағы уәкілетті мемлекеттік органның тауар белгісін жалпыға бірдей белгілі деп танығаны үшін мемлекеттік баж мөлшерлемесі қанша?,1 АЕК,839,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,142,117-бапқа енгізілген өзгерістер қашан қолданысқа енгізіледі?,Алғашқы ресми жарияланған күнінен кейін күнтізбелік он күн өткен соң қолданысқа енгізіледі.,615,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,143,"Стационарлық жұмыс орны қанша уақытқа құрылса, ол стационарлық болып есептеледі?","Егер жұмыс орны бір айдан асатын мерзімге құрылса, ол стационарлық болып есептеледі.",931,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,144,Қазақстан Республикасынан тұрақты тұрғылықты жерге кету үшін құжаттарды ресімдеу кезінде мемлекеттік баж төлене ме?,"Иә, Қазақстан Республикасынан тұрақты тұрғылықты жерге кетуге құжаттар ресімдегені үшін мемлекеттік баж төленеді.",832,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,145,620-бапқа енгізілген өзгеріс қашан қолданысқа енгізіледі?,Алғашқы ресми жарияланған күнінен кейін күнтізбелік он күн өткен соң қолданысқа енгізіледі.,847,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,146,Теңіздегі ғылыми зерттеулерді жүргізу үшін қандай талаптар қойылады?,Теңіздегі ғылыми зерттеулер құзыретті органды хабардар ете отырып қана жүргізілуі мүмкін және зерттеулер табиғат қорғау шараларын сақтай отырып ғылыми әдістермен жүргізілуі тиіс.,597,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,147,Мемлекеттік бажды төлеу мерзімі қандай?,"Мемлекеттік баж тиісті талап қою, арыз немесе сот бұйрығын шығару туралы арыз берілгенге дейін төленуі тиіс.",850,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,148,Жер қойнауын пайдалануға арналған лицензияны алу үшін өтінішке қандай құжаттар қоса берілуі керек?,"Өтінішке жеке басын куәландыратын құжаттардың көшірмелері, өкілеттігін растайтын құжат, геологиялық есеп және зиянды заттардың сипаттамасы қоса берілуі керек.",365,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,149,Инвесторлардың сауалдарына мемлекеттік органдар қанша уақыт ішінде жауап береді?,Инвесторлардың сауалдарына мемлекеттік органдар барынша қысқа мерзім ішінде жауап береді.,42,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,150,Бейрезидент-заңды тұлғаның қаржылық есептілігінің деректері қалай түзетіледі?,Бейрезидент-заңды тұлғаның қаржылық есептілігінің деректері К1хҚЕ (РЕ)1 + К2хҚЕ(РЕ)2 формуласы бойынша түзетіледі.,896,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,151,Салықтық кезең ретінде қандай уақыт аралығы белгіленген?,Күнтізбелік ай салықтық кезең болып табылады.,1046,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
